# Constructed from biom file
#OTU ID	gsr01	gsr07	gsr09	mbT33	mbt33	mbT31	gsr16	gsr04	gsr08	vbT33	mbT32	vbt31	gsr17	vbT31	vBt33	gsr11	gsr06	gsr03	gsr10	gsr14	gsr12	vBt31	gsr13	gsr15	mbt31	gsr05	gsr02	mbt32
0515eea8650e4804664ff3bce4854462	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
316347e2ec1d766c06c34b29eaf9e662	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d32768f91cd17ba7a637f1de28366704	3.0	0.0	2.0	4.0	47.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	2.0	15.0
7a952958f1b65ffa1a9eebcf1fa64bac	1.0	9.0	54.0	0.0	0.0	0.0	432.0	37.0	162.0	0.0	0.0	0.0	82.0	0.0	0.0	4.0	203.0	3.0	29.0	33.0	41.0	0.0	12.0	54.0	0.0	1.0	608.0	0.0
d66b0ad172700ad00930b751d27bdfb8	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	6.0
53863c28faa9a3914aa5ea723d4b12f4	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77034b7186c864500f9ff7a420540d3d	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d05e153c68e7488239c09679e8091519	1.0	0.0	0.0	2.0	2.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	4.0
baf8b66466b635eeffb8ddc1746b4b6b	1.0	31.0	0.0	65.0	23.0	0.0	0.0	7.0	0.0	5.0	27.0	87.0	19.0	10.0	22.0	0.0	3.0	29.0	0.0	44.0	12.0	47.0	40.0	1.0	12.0	19.0	0.0	0.0
2b9690f364c0045a1985d5abafa011e5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eb964a5131f2797b0f0ad8c939e2603d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
1a5048df31359424674bfe4be01d2761	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5fbacba9e6d368ece105df8d311cc09a	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
24af4374b25ddee74b6607d4f355bdca	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
0e55e37a7383d13489881ddd735ac8e6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
98c994ff220dc2d71d3b30973358b0c2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0
23a85ec8cb83a843a490eeef6aa302ab	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
36a2bfc1562bafa9940affa2da708bc0	0.0	36.0	3.0	41.0	18.0	0.0	0.0	3.0	0.0	4.0	25.0	54.0	14.0	6.0	28.0	0.0	0.0	21.0	0.0	27.0	6.0	53.0	21.0	2.0	10.0	15.0	0.0	0.0
5ca677024541575325b7d0c66fc5d287	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	2.0
01522ed38a80127e2740033f8a5514e0	1.0	2.0	0.0	0.0	0.0	0.0	199.0	2.0	39.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	30.0	0.0	251.0	29.0	0.0	0.0	0.0	0.0	0.0	2.0	23.0	0.0
ac57cd559177d9c5820f050e8d43c4b1	2.0	0.0	30.0	0.0	0.0	0.0	202.0	16.0	85.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	77.0	3.0	22.0	0.0	33.0	0.0	7.0	0.0	0.0	0.0	286.0	0.0
08b9fc338ef3350fc60b4d98db703fc5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
b3274c4d9495b1ee7b7af78a64406dcf	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fceaab840c53a185678b43d55226a999	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	37.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
87bc9fb14f2cf9c8a8a14c5a9e52f741	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
43823c40f98bd53f7cf732fabb9abead	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
243904b02c4b8131b9a57559bab0ac64	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0
8ee080adcc13f61f8a8c5d60a41dd17b	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5ea9c9998a84b1398b3410ba268ae816	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
eab1f28ce1677f6c1463e0a91487e44d	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
138381c43b72307438b4779181ff5ef5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
7ef98d2f32a992f620f77dcdec703386	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
9e4aab4e632866f457b10891ed2b5459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2ee0d593c26b5b9dcf5210acc1b5e491	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
d2687e29b7dfc21c8091c8dcc19eb9c1	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24eb7e91546dcad800afe88dca999345	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
6e2ebbbe4b1c73232f91575202cbfae0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c73d8391d5f631601a16e2a4d2e1c362	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3cbb02a7e72a786aabe0aa96d9a5f9dd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56186ca920d2787557225f7c66d3ac9d	0.0	0.0	3.0	1.0	1.0	0.0	0.0	7.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	4.0	4.0
e77c833db7389b649ffec1d7e69579ae	0.0	3.0	193.0	0.0	0.0	0.0	14.0	55.0	2.0	0.0	0.0	0.0	36.0	0.0	0.0	179.0	63.0	2.0	314.0	0.0	53.0	0.0	354.0	59.0	0.0	0.0	9.0	0.0
7d5c0b3204def973b4e27cc7b03e6bde	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
24eaf33ac53de90de0b5bff0d5e18c80	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
7e558acfc148d9cde795fda535ba9c37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ea25bb0c1e06aafca49f38da95aa1aeb	0.0	43.0	7.0	5.0	0.0	0.0	0.0	8.0	0.0	10.0	18.0	20.0	16.0	6.0	18.0	13.0	5.0	52.0	0.0	0.0	33.0	85.0	8.0	0.0	8.0	54.0	1.0	1.0
20212dc3767785683c41b0ea8fa0db2e	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b10a307a82ef0c1d59f40e858147a743	0.0	26.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	9.0	0.0	21.0	8.0	7.0	11.0	4.0	2.0	36.0	0.0	0.0	24.0	74.0	1.0	0.0	17.0	51.0	0.0	1.0
76e08292b87dfee5a3205f28593858c4	0.0	18.0	0.0	9.0	62.0	28.0	2.0	0.0	0.0	0.0	33.0	0.0	0.0	23.0	21.0	0.0	4.0	73.0	2.0	41.0	7.0	0.0	0.0	12.0	26.0	45.0	0.0	11.0
20eca4ed31c912ec03e587acc6f7790f	0.0	4.0	4.0	0.0	0.0	36.0	0.0	9.0	0.0	23.0	0.0	38.0	0.0	12.0	194.0	0.0	0.0	28.0	1.0	11.0	13.0	178.0	5.0	0.0	5.0	0.0	2.0	0.0
24279ec302ef5e77b9dda01fa4f464f7	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	0.0	0.0	40.0	2.0	67.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0
6130cce60c95ec6779345af1228cfc29	0.0	3.0	6.0	0.0	0.0	15.0	9.0	9.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0
118f8843884724780c657eea30bb2dd1	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
013cf975e1c5a665384b6dc5be46578a	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
503851f992ba0551e8f9b5681187fb84	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
7695ff0e5d99f0c99bf54d198635a70c	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
c8602e2f7461afa8a550a55c1774c7f1	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9f4ca730fab5acd4037a964cd9aaefd6	0.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0
78c1cd07aae932374b065bc207e018dd	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34a3a6cd6492540b59ddabb304d2574e	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
0b04330295d702961900070c52f90ddd	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
1108fc316c74e0b6eda204fb1ead71a0	0.0	2.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
102801d999818105c41e0179fea4a3ed	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
a294c35eff1f956b2c387e7d35d5431c	0.0	0.0	81.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	134.0	0.0	56.0	0.0	182.0	29.0	0.0	1.0	2.0	0.0
760e4622ba5a97eb04351252b260589b	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e8103d447d8e3c2aa978b5a3af8df5dd	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fac6c60c9199e2cf052264bd58cc7e65	0.0	0.0	103.0	0.0	0.0	0.0	0.0	5.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
98b2744dc12ec47509f9d2867967fd19	0.0	0.0	63.0	0.0	0.0	2.0	0.0	7.0	9.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	3.0	1.0	5.0	0.0	3.0	0.0	0.0	0.0	1.0	21.0
4f6f03494d843aa36a5f5e06015327d8	0.0	0.0	75.0	0.0	0.0	0.0	131.0	4.0	0.0	0.0	0.0	0.0	132.0	0.0	0.0	57.0	0.0	1.0	55.0	3.0	62.0	0.0	1.0	2.0	0.0	1.0	38.0	0.0
d8456fac09d0bb7dfd62de648ca0a933	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	14.0
c50aa760a86c7bffbca89394a9db7045	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	8.0	6.0
097b6f1c9aaec1a5dea9ac660233fa41	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	3.0
f92d75c3f17afddab223f589efb69a57	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
ed0b752e00a35dbe3035909b1a80b7c3	0.0	0.0	17.0	0.0	0.0	96.0	1.0	25.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	13.0	6.0	60.0	0.0	29.0	0.0	14.0	12.0	0.0	0.0	0.0	0.0	0.0
48d109b706db7d23394a2a49e7a1eb60	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	3.0
358206e7b987efb0fa0802f33d577976	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
b929551a6c3433af316ac65c41208e61	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
0cbd3e81f1cad3f68bd6f8edaba6c7cc	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9a4d98b84dfef08caf9680853f419ade	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9137274f81f77abd0a4f4b0bab3e1e39	0.0	0.0	5.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d9ec06f5d1bddfd13a3f15116741d328	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1b178df366ea881038b47b56127b612f	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
7d07fba9bc9d7ac8647175636fed367e	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
026b184b7aa9614350a03f21ae4adf7e	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
9a2d184bda2de11e467c50aad8632d6f	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0
6128f02dd6817c669deccf5e3374cd57	0.0	0.0	4.0	0.0	0.0	0.0	56.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
c91742d28afb7a3717c3f465c548a01a	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
58dcbc739ccf01e9c4636d41bc947183	0.0	0.0	5.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
185e6973f33eb969e3d7b3f62b48fdbc	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
27dca96887009fd3bff4ea43dd3cc8c9	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bb72d10dbef74c5aacadd76d0b63d203	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
427e62178192b25502fcf625afea8bd6	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
bd4a8b18c92a6ff87ed5718309925a07	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7b1added24c6b6b97d97df7e2b9eacea	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	22.0	3.0	0.0
9cf1b8fcb291a5fe796c2bd3562c92b2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
b63398c351b2947a4705eaf492fbb21c	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
20c69374ea68b35075a846d6427aa3ad	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
87f5d2c3b9d28f5250142ed6e963071b	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
232b803a7ca009acdd00fe7d1e7c9a45	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
af85d2fce1ba9d34793320bfdd79ed72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
b63f94a26c7a0dbf51a05885dd281df8	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
707a21f5b2f7953d1e0226c2d54b2ebe	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00a95b1d9e99a43932c718226213b6cc	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
00bb82ede6443d832cae8e443fd2a9ab	0.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
