# Constructed from biom file
#OTU ID	gsr01	gsr07	gsr09	mbT33	mbt33	mbT31	gsr16	gsr04	gsr08	vbT33	mbT32	vbt31	gsr17	vbT31	vBt33	gsr11	gsr06	gsr03	gsr10	gsr14	gsr12	vBt31	gsr13	gsr15	mbt31	gsr05	gsr02	mbt32
44e14701beca8fa7bb5c7276aad0f473	44.0	103.0	3.0	122.0	70.0	84.0	0.0	8.0	1.0	65.0	35.0	132.0	13.0	12.0	0.0	0.0	2.0	94.0	0.0	0.0	12.0	106.0	0.0	40.0	8.0	25.0	0.0	22.0
7754a2a31b98d453a84a7399749aa76a	28.0	0.0	5.0	0.0	0.0	0.0	34.0	8.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	127.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
175686b89096abcb39a11c08c3c04e88	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	71.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0
64890a253c8080b2c374c9152b657115	28.0	0.0	2.0	2.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0
80756a812e9521b1485809a0ef2a6293	20.0	113.0	10.0	39.0	14.0	31.0	0.0	12.0	0.0	69.0	13.0	106.0	5.0	16.0	1.0	9.0	5.0	63.0	3.0	72.0	18.0	16.0	16.0	31.0	114.0	119.0	1.0	17.0
203a944d76612be418ccafa5276b782b	21.0	60.0	9.0	18.0	34.0	33.0	2.0	10.0	1.0	134.0	102.0	0.0	0.0	9.0	50.0	11.0	8.0	121.0	0.0	90.0	15.0	50.0	13.0	27.0	139.0	55.0	0.0	6.0
d3e79847cee60b53a1792c464ed3862a	13.0	0.0	53.0	45.0	52.0	21.0	2.0	36.0	150.0	0.0	2.0	0.0	5.0	133.0	2.0	15.0	18.0	0.0	10.0	1.0	15.0	0.0	43.0	32.0	33.0	0.0	34.0	114.0
8e4152b89001647d6db08f2ed4212bec	17.0	44.0	0.0	107.0	0.0	155.0	0.0	2.0	1.0	0.0	31.0	53.0	20.0	11.0	93.0	7.0	10.0	23.0	1.0	19.0	13.0	1.0	39.0	43.0	19.0	18.0	1.0	0.0
4590d05c7a198971c4396e1ed29be439	17.0	0.0	0.0	0.0	0.0	0.0	187.0	19.0	110.0	0.0	0.0	0.0	156.0	0.0	0.0	339.0	0.0	1.0	175.0	3.0	197.0	0.0	2.0	1.0	0.0	1.0	48.0	0.0
1f4555dd646d719a398fcea03a0af8a4	13.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
849da13386c508e7738af2b9fb7de981	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
5ec508fe0f48881a7081b4969826caad	18.0	1.0	0.0	0.0	0.0	0.0	11.0	13.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	10.0	343.0	0.0	39.0	3.0	156.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0
0e29ed5a612b0bf443abccd30e06cbb7	14.0	5.0	0.0	0.0	0.0	0.0	203.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	188.0	13.0	0.0	0.0	0.0	1.0	0.0	0.0	260.0	0.0
bde42a641278d8ac680a39b30e705021	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0
d2528063170a1ed3bce13eecd1bb429a	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6a32db984fc9bc6229103509c7ce1829	17.0	74.0	0.0	0.0	28.0	91.0	2.0	13.0	1.0	147.0	38.0	30.0	0.0	9.0	74.0	21.0	9.0	0.0	4.0	39.0	6.0	73.0	19.0	15.0	51.0	14.0	0.0	0.0
69e39cb1c7c2cc3f737d314d9d14d555	19.0	62.0	0.0	75.0	0.0	77.0	0.0	1.0	2.0	0.0	21.0	43.0	5.0	12.0	54.0	0.0	2.0	28.0	0.0	11.0	10.0	0.0	25.0	28.0	12.0	19.0	1.0	0.0
6e72f7063bbf92d45719a7f635667e1d	14.0	44.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	2.0	0.0	21.0	0.0	0.0	0.0	7.0	10.0	0.0	13.0	3.0	1.0	11.0
c7d7b384dc01904090a9575028f4d270	15.0	0.0	9.0	7.0	76.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	20.0
94493a74e6d2882ba600470193f87355	14.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	61.0	30.0	0.0	21.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	14.0	0.0	44.0	0.0	0.0	7.0
3048ca743c2f9fc8fe20f7b4f95934b9	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0
56bbe1d376af28f62488af30980328d7	13.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1e364cf600537b604e3cb99842649c85	12.0	1.0	0.0	0.0	0.0	0.0	6.0	15.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	186.0	0.0	0.0	2.0	102.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
302923cb7dfce1ada8d6dd8ebb20a85a	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	27.0	0.0	0.0	22.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	67.0	0.0	0.0	0.0
aa726f06899740b257f9148d063c8566	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	5.0	0.0	13.0	0.0	0.0	0.0	12.0	3.0	0.0	17.0	12.0	0.0	0.0
cb7088cc17461fbf6f40a8bbc6513b86	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c9f52f71c34af9df0627f02779e87fe4	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
a0d28a42164366a909b890e99d8690eb	10.0	62.0	0.0	0.0	18.0	0.0	0.0	4.0	2.0	78.0	17.0	22.0	0.0	9.0	37.0	11.0	1.0	0.0	2.0	36.0	11.0	41.0	0.0	9.0	53.0	9.0	0.0	0.0
ccaeaa9e98c4111e32db9f7d8073dbdd	10.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	119.0	0.0
32eac24bcead4cb8d2c33a6b15155179	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	31.0	0.0	0.0	18.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	51.0	0.0	0.0	0.0
17efe402544e24804e97a33350be730e	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
36fa6480a82aa6fe4a2aa83a537544ec	13.0	19.0	0.0	14.0	78.0	46.0	0.0	3.0	0.0	0.0	59.0	0.0	11.0	26.0	21.0	2.0	3.0	118.0	2.0	43.0	14.0	0.0	0.0	20.0	32.0	61.0	0.0	15.0
645613e5ff9ccf5c4ed0f5648edef24b	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6cbacf038f981852397ddd2f4c3c8860	10.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
6a51a452d1a83fb05e2555a8aad21f69	12.0	123.0	4.0	105.0	93.0	170.0	4.0	17.0	3.0	83.0	159.0	349.0	9.0	56.0	103.0	11.0	0.0	53.0	2.0	102.0	41.0	109.0	40.0	185.0	156.0	161.0	1.0	26.0
6bf60179e1078ce37492f7d99745c09c	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	15.0	0.0	0.0	0.0
0c83a3536fbe64cef993d7f19ced2289	9.0	144.0	2.0	90.0	77.0	122.0	1.0	9.0	1.0	55.0	84.0	195.0	0.0	46.0	79.0	10.0	0.0	57.0	2.0	91.0	23.0	79.0	30.0	98.0	135.0	134.0	1.0	17.0
2f4e9114d1fd4a0578ab502fa2629895	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	14.0	0.0	6.0	0.0	37.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	5.0	0.0	32.0	0.0	0.0	4.0
b4fda3c898f5ae10867a903f9095885a	4.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
31246d2e003b4d98c50551517d61839e	8.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	24.0	0.0	0.0	22.0	0.0	0.0	0.0
0d1501e98912eb29c0629ba403c4d99c	7.0	2.0	117.0	0.0	0.0	0.0	303.0	9.0	0.0	0.0	0.0	0.0	390.0	0.0	0.0	143.0	135.0	1.0	147.0	12.0	62.0	0.0	1.0	3.0	0.0	2.0	88.0	0.0
