# Constructed from biom file
#OTU ID	gsr01	gsr07	gsr09	mbT33	vBT32	mbt33	mbT31	gsr16	gsr04	gsr08	vbT33	mbT32	vbt31	gsr17	vbT31	vBt33	gsr11	gsr06	gsr03	cBT31	gsr10	gsr14	gsr12	vBt31	gsr13	vbT32	gsr15	mbt31	gsr05	gsr02	mbt32	cbt33
dbb2f5f44e33eb6dead495dc794d8c07	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a3bdeace95717f043abe3c20cd4ec625	18.0	11.0	2.0	0.0	15.0	2.0	6.0	0.0	0.0	2.0	7.0	46.0	13.0	0.0	4.0	0.0	3.0	0.0	6.0	11.0	0.0	50.0	18.0	22.0	0.0	50.0	15.0	25.0	16.0	0.0	0.0	4.0
d203822aac47e90230c23e7c33a7c6ea	20.0	35.0	6.0	15.0	45.0	15.0	15.0	1.0	12.0	0.0	83.0	60.0	0.0	0.0	0.0	17.0	8.0	6.0	64.0	13.0	2.0	33.0	2.0	33.0	9.0	49.0	25.0	65.0	17.0	1.0	9.0	3.0
12da501058b33d084018dfc35b4ce48f	14.0	42.0	1.0	83.0	0.0	48.0	44.0	0.0	4.0	0.0	49.0	0.0	85.0	11.0	5.0	0.0	0.0	1.0	0.0	26.0	2.0	0.0	7.0	31.0	4.0	26.0	21.0	3.0	14.0	0.0	13.0	7.0
0c21459178116ad29a49af2c9a5342c6	17.0	17.0	0.0	26.0	18.0	20.0	16.0	0.0	7.0	0.0	31.0	29.0	11.0	5.0	14.0	29.0	5.0	0.0	35.0	40.0	1.0	27.0	11.0	9.0	0.0	25.0	0.0	24.0	36.0	1.0	1.0	8.0
03069ad98df6e3525d4f7ecd691abc4f	20.0	31.0	3.0	9.0	45.0	25.0	29.0	0.0	3.0	0.0	41.0	35.0	13.0	5.0	13.0	21.0	6.0	0.0	44.0	12.0	0.0	50.0	8.0	15.0	9.0	48.0	5.0	15.0	28.0	0.0	10.0	0.0
f5eeff4008c828e0d0e8da49852312fb	11.0	43.0	4.0	24.0	24.0	7.0	12.0	0.0	10.0	0.0	56.0	3.0	55.0	7.0	8.0	0.0	9.0	3.0	25.0	45.0	1.0	27.0	11.0	25.0	15.0	76.0	19.0	55.0	60.0	0.0	8.0	16.0
a5ff872674e5fe605d5c68899a93b371	9.0	2.0	35.0	32.0	8.0	40.0	13.0	0.0	14.0	76.0	0.0	0.0	0.0	5.0	78.0	0.0	10.0	10.0	1.0	10.0	13.0	2.0	11.0	0.0	22.0	2.0	9.0	15.0	1.0	24.0	68.0	118.0
a34bae262ecf0ae20706d82d645fb1ec	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
accd35f9f51944996c46641c34353c93	14.0	0.0	1.0	0.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
526af2c77655026d008338020ad0fb00	13.0	70.0	3.0	29.0	84.0	21.0	39.0	0.0	7.0	0.0	19.0	27.0	4.0	0.0	9.0	56.0	3.0	2.0	59.0	47.0	1.0	14.0	14.0	67.0	8.0	23.0	21.0	36.0	10.0	2.0	9.0	11.0
44e14701beca8fa7bb5c7276aad0f473	15.0	32.0	2.0	33.0	0.0	28.0	29.0	0.0	1.0	0.0	27.0	14.0	54.0	2.0	4.0	0.0	0.0	1.0	30.0	28.0	0.0	0.0	3.0	36.0	0.0	26.0	17.0	3.0	10.0	0.0	7.0	6.0
7754a2a31b98d453a84a7399749aa76a	9.0	0.0	1.0	0.0	0.0	0.0	0.0	19.0	3.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175686b89096abcb39a11c08c3c04e88	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
64890a253c8080b2c374c9152b657115	7.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
80756a812e9521b1485809a0ef2a6293	8.0	37.0	0.0	19.0	21.0	4.0	10.0	0.0	4.0	2.0	25.0	3.0	41.0	3.0	6.0	1.0	3.0	2.0	23.0	45.0	0.0	22.0	12.0	7.0	8.0	52.0	10.0	39.0	43.0	0.0	5.0	6.0
203a944d76612be418ccafa5276b782b	11.0	18.0	2.0	9.0	26.0	19.0	15.0	0.0	7.0	0.0	54.0	35.0	0.0	0.0	1.0	20.0	7.0	2.0	53.0	0.0	0.0	19.0	6.0	12.0	2.0	41.0	17.0	47.0	12.0	0.0	3.0	9.0
d3e79847cee60b53a1792c464ed3862a	9.0	0.0	23.0	9.0	13.0	17.0	13.0	0.0	15.0	46.0	0.0	0.0	0.0	2.0	43.0	0.0	4.0	6.0	0.0	10.0	4.0	1.0	5.0	0.0	13.0	1.0	11.0	10.0	0.0	14.0	50.0	81.0
8e4152b89001647d6db08f2ed4212bec	7.0	14.0	0.0	35.0	15.0	0.0	53.0	1.0	0.0	0.0	0.0	6.0	19.0	5.0	1.0	31.0	0.0	5.0	17.0	29.0	1.0	4.0	3.0	0.0	17.0	6.0	20.0	7.0	10.0	0.0	0.0	0.0
4590d05c7a198971c4396e1ed29be439	8.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	3.0	30.0	0.0	0.0	0.0	67.0	0.0	0.0	131.0	0.0	0.0	0.0	67.0	0.0	74.0	0.0	1.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
1f4555dd646d719a398fcea03a0af8a4	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
849da13386c508e7738af2b9fb7de981	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
5ec508fe0f48881a7081b4969826caad	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	3.0	129.0	0.0	0.0	11.0	1.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
0e29ed5a612b0bf443abccd30e06cbb7	7.0	1.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	104.0	0.0	0.0
bde42a641278d8ac680a39b30e705021	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
d2528063170a1ed3bce13eecd1bb429a	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6a32db984fc9bc6229103509c7ce1829	3.0	27.0	0.0	0.0	0.0	7.0	27.0	0.0	7.0	1.0	40.0	11.0	12.0	0.0	2.0	23.0	7.0	4.0	0.0	47.0	1.0	14.0	7.0	26.0	7.0	0.0	8.0	21.0	6.0	0.0	0.0	6.0
69e39cb1c7c2cc3f737d314d9d14d555	7.0	28.0	0.0	22.0	0.0	0.0	28.0	0.0	0.0	1.0	0.0	7.0	9.0	2.0	1.0	21.0	0.0	1.0	11.0	16.0	0.0	5.0	6.0	0.0	8.0	5.0	13.0	4.0	4.0	0.0	0.0	0.0
6e72f7063bbf92d45719a7f635667e1d	3.0	18.0	0.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	2.0	0.0	7.0	2.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	2.0	1.0	0.0	4.0	2.0
c7d7b384dc01904090a9575028f4d270	6.0	0.0	1.0	3.0	6.0	26.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	17.0	1.0	0.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	8.0	2.0
94493a74e6d2882ba600470193f87355	7.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	20.0	9.0	0.0	4.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	9.0	0.0	0.0	2.0	0.0
3048ca743c2f9fc8fe20f7b4f95934b9	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
56bbe1d376af28f62488af30980328d7	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1e364cf600537b604e3cb99842649c85	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
302923cb7dfce1ada8d6dd8ebb20a85a	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	16.0	0.0	0.0	5.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0
aa726f06899740b257f9148d063c8566	3.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	8.0	3.0	0.0	0.0	4.0	3.0	1.0	0.0	0.0
cb7088cc17461fbf6f40a8bbc6513b86	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c9f52f71c34af9df0627f02779e87fe4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
a0d28a42164366a909b890e99d8690eb	4.0	23.0	0.0	0.0	0.0	9.0	0.0	0.0	1.0	1.0	23.0	6.0	15.0	0.0	3.0	15.0	2.0	1.0	0.0	58.0	0.0	13.0	1.0	23.0	0.0	0.0	4.0	19.0	4.0	0.0	0.0	2.0
ccaeaa9e98c4111e32db9f7d8073dbdd	4.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0
32eac24bcead4cb8d2c33a6b15155179	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
17efe402544e24804e97a33350be730e	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36fa6480a82aa6fe4a2aa83a537544ec	2.0	9.0	0.0	1.0	34.0	26.0	11.0	1.0	2.0	0.0	0.0	23.0	0.0	3.0	11.0	5.0	0.0	1.0	29.0	6.0	0.0	16.0	6.0	0.0	0.0	7.0	2.0	10.0	22.0	1.0	2.0	6.0
645613e5ff9ccf5c4ed0f5648edef24b	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
6cbacf038f981852397ddd2f4c3c8860	1.0	14.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	7.0	0.0	0.0	0.0
6a51a452d1a83fb05e2555a8aad21f69	1.0	39.0	4.0	34.0	33.0	32.0	49.0	0.0	2.0	2.0	29.0	55.0	121.0	1.0	15.0	44.0	4.0	0.0	17.0	58.0	2.0	37.0	11.0	42.0	11.0	19.0	78.0	52.0	65.0	0.0	8.0	4.0
6bf60179e1078ce37492f7d99745c09c	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
0c83a3536fbe64cef993d7f19ced2289	1.0	46.0	1.0	36.0	16.0	34.0	37.0	0.0	9.0	0.0	13.0	31.0	63.0	0.0	12.0	29.0	4.0	0.0	18.0	73.0	1.0	41.0	5.0	24.0	8.0	0.0	42.0	48.0	40.0	0.0	5.0	10.0
2f4e9114d1fd4a0578ab502fa2629895	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	9.0	0.0	2.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
b4fda3c898f5ae10867a903f9095885a	2.0	10.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	8.0	0.0	0.0	0.0
31246d2e003b4d98c50551517d61839e	3.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
0d1501e98912eb29c0629ba403c4d99c	0.0	0.0	54.0	0.0	0.0	0.0	0.0	103.0	4.0	0.0	0.0	0.0	0.0	141.0	0.0	0.0	54.0	48.0	0.0	0.0	50.0	2.0	22.0	0.0	0.0	0.0	2.0	0.0	1.0	28.0	0.0	0.0
0515eea8650e4804664ff3bce4854462	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
316347e2ec1d766c06c34b29eaf9e662	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d32768f91cd17ba7a637f1de28366704	2.0	0.0	1.0	2.0	4.0	21.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	2.0
7a952958f1b65ffa1a9eebcf1fa64bac	1.0	5.0	21.0	0.0	0.0	0.0	0.0	158.0	6.0	65.0	0.0	0.0	0.0	22.0	0.0	0.0	2.0	49.0	3.0	0.0	14.0	9.0	17.0	0.0	2.0	0.0	24.0	0.0	1.0	224.0	0.0	0.0
d66b0ad172700ad00930b751d27bdfb8	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
53863c28faa9a3914aa5ea723d4b12f4	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77034b7186c864500f9ff7a420540d3d	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d05e153c68e7488239c09679e8091519	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0
baf8b66466b635eeffb8ddc1746b4b6b	0.0	16.0	0.0	26.0	0.0	7.0	0.0	0.0	2.0	0.0	2.0	16.0	22.0	5.0	3.0	9.0	0.0	1.0	10.0	19.0	0.0	15.0	3.0	16.0	15.0	0.0	1.0	5.0	8.0	0.0	0.0	0.0
2b9690f364c0045a1985d5abafa011e5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eb964a5131f2797b0f0ad8c939e2603d	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
5fbacba9e6d368ece105df8d311cc09a	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24af4374b25ddee74b6607d4f355bdca	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
0e55e37a7383d13489881ddd735ac8e6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
98c994ff220dc2d71d3b30973358b0c2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
23a85ec8cb83a843a490eeef6aa302ab	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36a2bfc1562bafa9940affa2da708bc0	1.0	10.0	2.0	14.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	7.0	18.0	3.0	0.0	16.0	0.0	0.0	6.0	11.0	0.0	14.0	1.0	16.0	6.0	0.0	1.0	3.0	5.0	0.0	0.0	0.0
5ca677024541575325b7d0c66fc5d287	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01522ed38a80127e2740033f8a5514e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	2.0	18.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	10.0	0.0	0.0	91.0	13.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
ac57cd559177d9c5820f050e8d43c4b1	0.0	0.0	5.0	0.0	0.0	0.0	0.0	64.0	7.0	27.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	25.0	0.0	0.0	11.0	0.0	5.0	0.0	6.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0
08b9fc338ef3350fc60b4d98db703fc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b3274c4d9495b1ee7b7af78a64406dcf	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fceaab840c53a185678b43d55226a999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	18.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
87bc9fb14f2cf9c8a8a14c5a9e52f741	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43823c40f98bd53f7cf732fabb9abead	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
243904b02c4b8131b9a57559bab0ac64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8ee080adcc13f61f8a8c5d60a41dd17b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5ea9c9998a84b1398b3410ba268ae816	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eab1f28ce1677f6c1463e0a91487e44d	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
138381c43b72307438b4779181ff5ef5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7ef98d2f32a992f620f77dcdec703386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9e4aab4e632866f457b10891ed2b5459	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2ee0d593c26b5b9dcf5210acc1b5e491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24eb7e91546dcad800afe88dca999345	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6e2ebbbe4b1c73232f91575202cbfae0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c73d8391d5f631601a16e2a4d2e1c362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3cbb02a7e72a786aabe0aa96d9a5f9dd	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56186ca920d2787557225f7c66d3ac9d	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
e77c833db7389b649ffec1d7e69579ae	0.0	1.0	67.0	0.0	0.0	0.0	0.0	2.0	16.0	1.0	0.0	0.0	0.0	12.0	0.0	0.0	60.0	19.0	1.0	0.0	111.0	0.0	27.0	0.0	116.0	0.0	20.0	0.0	0.0	5.0	0.0	0.0
7d5c0b3204def973b4e27cc7b03e6bde	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
